source: https://algs4.cs.princeton.edu/44sp/T,,,
base_currency_complete_name,base_currency,other_currency,other_per_base
CFA BCEAO Francs (XOF),XOF,SGD,-
CFA BCEAO Francs (XOF),XOF,SKK,-
CFA BCEAO Francs (XOF),XOF,ZAR,-
CFA BCEAO Francs (XOF),XOF,KRW,-
CFA BCEAO Francs (XOF),XOF,LKR,-
CFA BCEAO Francs (XOF),XOF,SDG,-
CFA BCEAO Francs (XOF),XOF,SEK,-
CFA BCEAO Francs (XOF),XOF,CHF,-
CFA BCEAO Francs (XOF),XOF,TWD,-
CFA BCEAO Francs (XOF),XOF,THB,-
CFA BCEAO Francs (XOF),XOF,TTD,-
CFA BCEAO Francs (XOF),XOF,TND,-
CFA BCEAO Francs (XOF),XOF,TRY,-
CFA BCEAO Francs (XOF),XOF,VEF,-
CFA BCEAO Francs (XOF),XOF,VND,-
CFA BCEAO Francs (XOF),XOF,ZMK,-
CFA BEAC Francs (XAF),XAF,AUD,-
CFA BEAC Francs (XAF),XAF,CAD,-
CFA BEAC Francs (XAF),XAF,EUR,-
CFA BEAC Francs (XAF),XAF,JPY,-
CFA BEAC Francs (XAF),XAF,PKR,-
CFA BEAC Francs (XAF),XAF,AED,-
CFA BEAC Francs (XAF),XAF,GBP,-
CFA BEAC Francs (XAF),XAF,USD,-
CFA BEAC Francs (XAF),XAF,AFN,-
CFA BEAC Francs (XAF),XAF,ALL,-
CFA BEAC Francs (XAF),XAF,DZD,-
CFA BEAC Francs (XAF),XAF,ARS,-
CFA BEAC Francs (XAF),XAF,BSD,-
CFA BEAC Francs (XAF),XAF,BHD,-
CFA BEAC Francs (XAF),XAF,BDT,-
CFA BEAC Francs (XAF),XAF,BBD,-
CFA BEAC Francs (XAF),XAF,BMD,-
CFA BEAC Francs (XAF),XAF,BRL,-
CFA BEAC Francs (XAF),XAF,BGN,-
CFA BEAC Francs (XAF),XAF,XOF,-
CFA BEAC Francs (XAF),XAF,XAF,-
CFA BEAC Francs (XAF),XAF,CLP,-
CFA BEAC Francs (XAF),XAF,CNY,-
CFA BEAC Francs (XAF),XAF,COP,-
CFA BEAC Francs (XAF),XAF,XPF,-
CFA BEAC Francs (XAF),XAF,CRC,-
CFA BEAC Francs (XAF),XAF,HRK,-
CFA BEAC Francs (XAF),XAF,CZK,-
CFA BEAC Francs (XAF),XAF,DKK,-
CFA BEAC Francs (XAF),XAF,DOP,-
CFA BEAC Francs (XAF),XAF,XCD,-
CFA BEAC Francs (XAF),XAF,EGP,-
CFA BEAC Francs (XAF),XAF,EEK,-
CFA BEAC Francs (XAF),XAF,FJD,-
CFA BEAC Francs (XAF),XAF,HKD,-
CFA BEAC Francs (XAF),XAF,HUF,-
CFA BEAC Francs (XAF),XAF,ISK,-
CFA BEAC Francs (XAF),XAF,XDR,-
CFA BEAC Francs (XAF),XAF,INR,-
CFA BEAC Francs (XAF),XAF,IDR,-
CFA BEAC Francs (XAF),XAF,IRR,-
CFA BEAC Francs (XAF),XAF,IQD,-
CFA BEAC Francs (XAF),XAF,ILS,-
CFA BEAC Francs (XAF),XAF,JMD,-
CFA BEAC Francs (XAF),XAF,JOD,-
CFA BEAC Francs (XAF),XAF,KES,-
CFA BEAC Francs (XAF),XAF,KWD,-
CFA BEAC Francs (XAF),XAF,LBP,-
CFA BEAC Francs (XAF),XAF,MYR,-
CFA BEAC Francs (XAF),XAF,MUR,-
CFA BEAC Francs (XAF),XAF,MXN,-
CFA BEAC Francs (XAF),XAF,MAD,-
CFA BEAC Francs (XAF),XAF,NZD,-
CFA BEAC Francs (XAF),XAF,NOK,-
CFA BEAC Francs (XAF),XAF,OMR,-
CFA BEAC Francs (XAF),XAF,PEN,-
CFA BEAC Francs (XAF),XAF,PHP,-
CFA BEAC Francs (XAF),XAF,PLN,-
CFA BEAC Francs (XAF),XAF,QAR,-
CFA BEAC Francs (XAF),XAF,RON,-
CFA BEAC Francs (XAF),XAF,RUB,-
CFA BEAC Francs (XAF),XAF,SAR,-
CFA BEAC Francs (XAF),XAF,SGD,-
CFA BEAC Francs (XAF),XAF,SKK,-
CFA BEAC Francs (XAF),XAF,ZAR,-
CFA BEAC Francs (XAF),XAF,KRW,-
CFA BEAC Francs (XAF),XAF,LKR,-
CFA BEAC Francs (XAF),XAF,SDG,-
CFA BEAC Francs (XAF),XAF,SEK,-
CFA BEAC Francs (XAF),XAF,CHF,-
CFA BEAC Francs (XAF),XAF,TWD,-
CFA BEAC Francs (XAF),XAF,THB,-
CFA BEAC Francs (XAF),XAF,TTD,-
CFA BEAC Francs (XAF),XAF,TND,-
CFA BEAC Francs (XAF),XAF,TRY,-
CFA BEAC Francs (XAF),XAF,VEF,-
CFA BEAC Francs (XAF),XAF,VND,-
CFA BEAC Francs (XAF),XAF,ZMK,-
Chile Pesos (CLP),CLP,AUD,-
Chile Pesos (CLP),CLP,CAD,-
Chile Pesos (CLP),CLP,EUR,-
Chile Pesos (CLP),CLP,JPY,-
Chile Pesos (CLP),CLP,PKR,-
Chile Pesos (CLP),CLP,AED,-
Chile Pesos (CLP),CLP,GBP,-
Chile Pesos (CLP),CLP,USD,-
Chile Pesos (CLP),CLP,AFN,-
Chile Pesos (CLP),CLP,ALL,-
Chile Pesos (CLP),CLP,DZD,-
Chile Pesos (CLP),CLP,ARS,-
Chile Pesos (CLP),CLP,BSD,-
Chile Pesos (CLP),CLP,BHD,-
Chile Pesos (CLP),CLP,BDT,-
Chile Pesos (CLP),CLP,BBD,-
Chile Pesos (CLP),CLP,BMD,-
Chile Pesos (CLP),CLP,BRL,-
Chile Pesos (CLP),CLP,BGN,-
Chile Pesos (CLP),CLP,XOF,-
Chile Pesos (CLP),CLP,XAF,-
Chile Pesos (CLP),CLP,CLP,-
Chile Pesos (CLP),CLP,CNY,-
Chile Pesos (CLP),CLP,COP,-
Chile Pesos (CLP),CLP,XPF,-
Chile Pesos (CLP),CLP,CRC,-
Chile Pesos (CLP),CLP,HRK,-
Chile Pesos (CLP),CLP,CZK,-
Chile Pesos (CLP),CLP,DKK,-
Chile Pesos (CLP),CLP,DOP,-
Chile Pesos (CLP),CLP,XCD,-
Chile Pesos (CLP),CLP,EGP,-
Chile Pesos (CLP),CLP,EEK,-
Chile Pesos (CLP),CLP,FJD,-
Chile Pesos (CLP),CLP,HKD,-
Chile Pesos (CLP),CLP,HUF,-
Chile Pesos (CLP),CLP,ISK,-
Chile Pesos (CLP),CLP,XDR,-
Chile Pesos (CLP),CLP,INR,-
Chile Pesos (CLP),CLP,IDR,-
Chile Pesos (CLP),CLP,IRR,-
Chile Pesos (CLP),CLP,IQD,-
Chile Pesos (CLP),CLP,ILS,-
Chile Pesos (CLP),CLP,JMD,-
Chile Pesos (CLP),CLP,JOD,-
Chile Pesos (CLP),CLP,KES,-
Chile Pesos (CLP),CLP,KWD,-
Chile Pesos (CLP),CLP,LBP,-
Chile Pesos (CLP),CLP,MYR,-
Chile Pesos (CLP),CLP,MUR,-
Chile Pesos (CLP),CLP,MXN,-
Chile Pesos (CLP),CLP,MAD,-
Chile Pesos (CLP),CLP,NZD,-
Chile Pesos (CLP),CLP,NOK,-
Chile Pesos (CLP),CLP,OMR,-
Chile Pesos (CLP),CLP,PEN,-
Chile Pesos (CLP),CLP,PHP,-
Chile Pesos (CLP),CLP,PLN,-
Chile Pesos (CLP),CLP,QAR,-
Chile Pesos (CLP),CLP,RON,-
Chile Pesos (CLP),CLP,RUB,-
Chile Pesos (CLP),CLP,SAR,-
Chile Pesos (CLP),CLP,SGD,-
Chile Pesos (CLP),CLP,SKK,-
Chile Pesos (CLP),CLP,ZAR,-
Chile Pesos (CLP),CLP,KRW,-
Chile Pesos (CLP),CLP,LKR,-
Chile Pesos (CLP),CLP,SDG,-
Chile Pesos (CLP),CLP,SEK,-
Chile Pesos (CLP),CLP,CHF,-
Chile Pesos (CLP),CLP,TWD,-
Chile Pesos (CLP),CLP,THB,-
Chile Pesos (CLP),CLP,TTD,-
Chile Pesos (CLP),CLP,TND,-
Chile Pesos (CLP),CLP,TRY,-
Chile Pesos (CLP),CLP,VEF,-
Chile Pesos (CLP),CLP,VND,-
Chile Pesos (CLP),CLP,ZMK,-
China Yuan (CNY),CNY,AUD,-
China Yuan (CNY),CNY,CAD,-
China Yuan (CNY),CNY,EUR,-
China Yuan (CNY),CNY,JPY,-
China Yuan (CNY),CNY,PKR,-
China Yuan (CNY),CNY,AED,-
China Yuan (CNY),CNY,GBP,-
China Yuan (CNY),CNY,USD,-
China Yuan (CNY),CNY,AFN,-
China Yuan (CNY),CNY,ALL,-
China Yuan (CNY),CNY,DZD,-
China Yuan (CNY),CNY,ARS,-
China Yuan (CNY),CNY,BSD,-
China Yuan (CNY),CNY,BHD,-
China Yuan (CNY),CNY,BDT,-
China Yuan (CNY),CNY,BBD,-
China Yuan (CNY),CNY,BMD,-
China Yuan (CNY),CNY,BRL,-
China Yuan (CNY),CNY,BGN,-
China Yuan (CNY),CNY,XOF,-
China Yuan (CNY),CNY,XAF,-
China Yuan (CNY),CNY,CLP,-
China Yuan (CNY),CNY,CNY,-
China Yuan (CNY),CNY,COP,-
China Yuan (CNY),CNY,XPF,-
China Yuan (CNY),CNY,CRC,-
China Yuan (CNY),CNY,HRK,-
China Yuan (CNY),CNY,CZK,-
China Yuan (CNY),CNY,DKK,-
China Yuan (CNY),CNY,DOP,-
China Yuan (CNY),CNY,XCD,-
China Yuan (CNY),CNY,EGP,-
China Yuan (CNY),CNY,EEK,-
China Yuan (CNY),CNY,FJD,-
China Yuan (CNY),CNY,HKD,-
China Yuan (CNY),CNY,HUF,-
China Yuan (CNY),CNY,ISK,-
China Yuan (CNY),CNY,XDR,-
China Yuan (CNY),CNY,INR,-
China Yuan (CNY),CNY,IDR,-
China Yuan (CNY),CNY,IRR,-
China Yuan (CNY),CNY,IQD,-
China Yuan (CNY),CNY,ILS,-
China Yuan (CNY),CNY,JMD,-
China Yuan (CNY),CNY,JOD,-
China Yuan (CNY),CNY,KES,-
China Yuan (CNY),CNY,KWD,-
China Yuan (CNY),CNY,LBP,-
China Yuan (CNY),CNY,MYR,-
China Yuan (CNY),CNY,MUR,-
China Yuan (CNY),CNY,MXN,-
China Yuan (CNY),CNY,MAD,-
China Yuan (CNY),CNY,NZD,-
China Yuan (CNY),CNY,NOK,-
China Yuan (CNY),CNY,OMR,-
China Yuan (CNY),CNY,PEN,-
China Yuan (CNY),CNY,PHP,-
China Yuan (CNY),CNY,PLN,-
China Yuan (CNY),CNY,QAR,-
China Yuan (CNY),CNY,RON,-
China Yuan (CNY),CNY,RUB,-
China Yuan (CNY),CNY,SAR,-
China Yuan (CNY),CNY,SGD,-
China Yuan (CNY),CNY,SKK,-
China Yuan (CNY),CNY,ZAR,-
China Yuan (CNY),CNY,KRW,-
China Yuan (CNY),CNY,LKR,-
China Yuan (CNY),CNY,SDG,-
China Yuan (CNY),CNY,SEK,-
China Yuan (CNY),CNY,CHF,-
China Yuan (CNY),CNY,TWD,-
China Yuan (CNY),CNY,THB,-
China Yuan (CNY),CNY,TTD,-
China Yuan (CNY),CNY,TND,-
China Yuan (CNY),CNY,TRY,-
China Yuan (CNY),CNY,VEF,-
China Yuan (CNY),CNY,VND,-
China Yuan (CNY),CNY,ZMK,-
Colombia Pesos (COP),COP,AUD,-
Colombia Pesos (COP),COP,CAD,-
Colombia Pesos (COP),COP,EUR,-
Colombia Pesos (COP),COP,JPY,-
Colombia Pesos (COP),COP,PKR,-
Colombia Pesos (COP),COP,AED,-
Colombia Pesos (COP),COP,GBP,-
Colombia Pesos (COP),COP,USD,-
Colombia Pesos (COP),COP,AFN,-
Colombia Pesos (COP),COP,ALL,-
Colombia Pesos (COP),COP,DZD,-
Colombia Pesos (COP),COP,ARS,-
Colombia Pesos (COP),COP,BSD,-
Colombia Pesos (COP),COP,BHD,-
Colombia Pesos (COP),COP,BDT,-
Colombia Pesos (COP),COP,BBD,-
Colombia Pesos (COP),COP,BMD,-
Colombia Pesos (COP),COP,BRL,-
Colombia Pesos (COP),COP,BGN,-
Colombia Pesos (COP),COP,XOF,-
Colombia Pesos (COP),COP,XAF,-
Colombia Pesos (COP),COP,CLP,-
Colombia Pesos (COP),COP,CNY,-
Colombia Pesos (COP),COP,COP,-
Colombia Pesos (COP),COP,XPF,-
Colombia Pesos (COP),COP,CRC,-
Colombia Pesos (COP),COP,HRK,-
Colombia Pesos (COP),COP,CZK,-
Colombia Pesos (COP),COP,DKK,-
Colombia Pesos (COP),COP,DOP,-
Colombia Pesos (COP),COP,XCD,-
Colombia Pesos (COP),COP,EGP,-
Colombia Pesos (COP),COP,EEK,-
Colombia Pesos (COP),COP,FJD,-
Colombia Pesos (COP),COP,HKD,-
Colombia Pesos (COP),COP,HUF,-
Colombia Pesos (COP),COP,ISK,-
Colombia Pesos (COP),COP,XDR,-
Colombia Pesos (COP),COP,INR,-
Colombia Pesos (COP),COP,IDR,-
Colombia Pesos (COP),COP,IRR,-
Colombia Pesos (COP),COP,IQD,-
Colombia Pesos (COP),COP,ILS,-
Colombia Pesos (COP),COP,JMD,-
Colombia Pesos (COP),COP,JOD,-
Colombia Pesos (COP),COP,KES,-
Colombia Pesos (COP),COP,KWD,-
Colombia Pesos (COP),COP,LBP,-
Colombia Pesos (COP),COP,MYR,-
Colombia Pesos (COP),COP,MUR,-
Colombia Pesos (COP),COP,MXN,-
Colombia Pesos (COP),COP,MAD,-
Colombia Pesos (COP),COP,NZD,-
Colombia Pesos (COP),COP,NOK,-
Colombia Pesos (COP),COP,OMR,-
Colombia Pesos (COP),COP,PEN,-
Colombia Pesos (COP),COP,PHP,-
Colombia Pesos (COP),COP,PLN,-
Colombia Pesos (COP),COP,QAR,-
Colombia Pesos (COP),COP,RON,-
Colombia Pesos (COP),COP,RUB,-
Colombia Pesos (COP),COP,SAR,-
Colombia Pesos (COP),COP,SGD,-
Colombia Pesos (COP),COP,SKK,-
Colombia Pesos (COP),COP,ZAR,-
Colombia Pesos (COP),COP,KRW,-
Colombia Pesos (COP),COP,LKR,-
Colombia Pesos (COP),COP,SDG,-
Colombia Pesos (COP),COP,SEK,-
Colombia Pesos (COP),COP,CHF,-
Colombia Pesos (COP),COP,TWD,-
Colombia Pesos (COP),COP,THB,-
Colombia Pesos (COP),COP,TTD,-
Colombia Pesos (COP),COP,TND,-
Colombia Pesos (COP),COP,TRY,-
Colombia Pesos (COP),COP,VEF,-
Colombia Pesos (COP),COP,VND,-
Colombia Pesos (COP),COP,ZMK,-
Comptoirs Francais du Pacifique Francs (XPF),XPF,AUD,-
Comptoirs Francais du Pacifique Francs (XPF),XPF,CAD,-
Comptoirs Francais du Pacifique Francs (XPF),XPF,EUR,-
Comptoirs Francais du Pacifique Francs (XPF),XPF,JPY,-
Comptoirs Francais du Pacifique Francs (XPF),XPF,PKR,-
Comptoirs Francais du Pacifique Francs (XPF),XPF,AED,-
Comptoirs Francais du Pacifique Francs (XPF),XPF,GBP,-
Comptoirs Francais du Pacifique Francs (XPF),XPF,USD,-
Comptoirs Francais du Pacifique Francs (XPF),XPF,AFN,-
Comptoirs Francais du Pacifique Francs (XPF),XPF,ALL,-
Comptoirs Francais du Pacifique Francs (XPF),XPF,DZD,-
Comptoirs Francais du Pacifique Francs (XPF),XPF,ARS,-
Comptoirs Francais du Pacifique Francs (XPF),XPF,BSD,-
Comptoirs Francais du Pacifique Francs (XPF),XPF,BHD,-
Comptoirs Francais du Pacifique Francs (XPF),XPF,BDT,-
Comptoirs Francais du Pacifique Francs (XPF),XPF,BBD,-
Comptoirs Francais du Pacifique Francs (XPF),XPF,BMD,-
Comptoirs Francais du Pacifique Francs (XPF),XPF,BRL,-
Comptoirs Francais du Pacifique Francs (XPF),XPF,BGN,-
Comptoirs Francais du Pacifique Francs (XPF),XPF,XOF,-
Comptoirs Francais du Pacifique Francs (XPF),XPF,XAF,-
Comptoirs Francais du Pacifique Francs (XPF),XPF,CLP,-
Comptoirs Francais du Pacifique Francs (XPF),XPF,CNY,-
Comptoirs Francais du Pacifique Francs (XPF),XPF,COP,-
Comptoirs Francais du Pacifique Francs (XPF),XPF,XPF,-
Comptoirs Francais du Pacifique Francs (XPF),XPF,CRC,-
Comptoirs Francais du Pacifique Francs (XPF),XPF,HRK,-
Comptoirs Francais du Pacifique Francs (XPF),XPF,CZK,-
Comptoirs Francais du Pacifique Francs (XPF),XPF,DKK,-
Comptoirs Francais du Pacifique Francs (XPF),XPF,DOP,-
Comptoirs Francais du Pacifique Francs (XPF),XPF,XCD,-
Comptoirs Francais du Pacifique Francs (XPF),XPF,EGP,-
Comptoirs Francais du Pacifique Francs (XPF),XPF,EEK,-
Comptoirs Francais du Pacifique Francs (XPF),XPF,FJD,-
Comptoirs Francais du Pacifique Francs (XPF),XPF,HKD,-
Comptoirs Francais du Pacifique Francs (XPF),XPF,HUF,-
Comptoirs Francais du Pacifique Francs (XPF),XPF,ISK,-
Comptoirs Francais du Pacifique Francs (XPF),XPF,XDR,-
Comptoirs Francais du Pacifique Francs (XPF),XPF,INR,-
Comptoirs Francais du Pacifique Francs (XPF),XPF,IDR,-
Comptoirs Francais du Pacifique Francs (XPF),XPF,IRR,-
Comptoirs Francais du Pacifique Francs (XPF),XPF,IQD,-
Comptoirs Francais du Pacifique Francs (XPF),XPF,ILS,-
Comptoirs Francais du Pacifique Francs (XPF),XPF,JMD,-
Comptoirs Francais du Pacifique Francs (XPF),XPF,JOD,-
Comptoirs Francais du Pacifique Francs (XPF),XPF,KES,-
Comptoirs Francais du Pacifique Francs (XPF),XPF,KWD,-
Comptoirs Francais du Pacifique Francs (XPF),XPF,LBP,-
Comptoirs Francais du Pacifique Francs (XPF),XPF,MYR,-
Comptoirs Francais du Pacifique Francs (XPF),XPF,MUR,-
Comptoirs Francais du Pacifique Francs (XPF),XPF,MXN,-
Comptoirs Francais du Pacifique Francs (XPF),XPF,MAD,-
Comptoirs Francais du Pacifique Francs (XPF),XPF,NZD,-
Comptoirs Francais du Pacifique Francs (XPF),XPF,NOK,-
Comptoirs Francais du Pacifique Francs (XPF),XPF,OMR,-
Comptoirs Francais du Pacifique Francs (XPF),XPF,PEN,-
Comptoirs Francais du Pacifique Francs (XPF),XPF,PHP,-
Comptoirs Francais du Pacifique Francs (XPF),XPF,PLN,-
Comptoirs Francais du Pacifique Francs (XPF),XPF,QAR,-
Comptoirs Francais du Pacifique Francs (XPF),XPF,RON,-
Comptoirs Francais du Pacifique Francs (XPF),XPF,RUB,-
Comptoirs Francais du Pacifique Francs (XPF),XPF,SAR,-
Comptoirs Francais du Pacifique Francs (XPF),XPF,SGD,-
Comptoirs Francais du Pacifique Francs (XPF),XPF,SKK,-
Comptoirs Francais du Pacifique Francs (XPF),XPF,ZAR,-
Comptoirs Francais du Pacifique Francs (XPF),XPF,KRW,-
Comptoirs Francais du Pacifique Francs (XPF),XPF,LKR,-
Comptoirs Francais du Pacifique Francs (XPF),XPF,SDG,-
Comptoirs Francais du Pacifique Francs (XPF),XPF,SEK,-
Comptoirs Francais du Pacifique Francs (XPF),XPF,CHF,-
Comptoirs Francais du Pacifique Francs (XPF),XPF,TWD,-
Comptoirs Francais du Pacifique Francs (XPF),XPF,THB,-
Comptoirs Francais du Pacifique Francs (XPF),XPF,TTD,-
Comptoirs Francais du Pacifique Francs (XPF),XPF,TND,-
Comptoirs Francais du Pacifique Francs (XPF),XPF,TRY,-
Comptoirs Francais du Pacifique Francs (XPF),XPF,VEF,-
Comptoirs Francais du Pacifique Francs (XPF),XPF,VND,-
Comptoirs Francais du Pacifique Francs (XPF),XPF,ZMK,-
Costa Rica Colones (CRC),CRC,AUD,-
Costa Rica Colones (CRC),CRC,CAD,-
Costa Rica Colones (CRC),CRC,EUR,-
Costa Rica Colones (CRC),CRC,JPY,-
Costa Rica Colones (CRC),CRC,PKR,-
Costa Rica Colones (CRC),CRC,AED,-
Costa Rica Colones (CRC),CRC,GBP,-
Costa Rica Colones (CRC),CRC,USD,-
Costa Rica Colones (CRC),CRC,AFN,-
Costa Rica Colones (CRC),CRC,ALL,-
Costa Rica Colones (CRC),CRC,DZD,-
Costa Rica Colones (CRC),CRC,ARS,-
Costa Rica Colones (CRC),CRC,BSD,-
Costa Rica Colones (CRC),CRC,BHD,-
Costa Rica Colones (CRC),CRC,BDT,-
Costa Rica Colones (CRC),CRC,BBD,-
Costa Rica Colones (CRC),CRC,BMD,-
Costa Rica Colones (CRC),CRC,BRL,-
Costa Rica Colones (CRC),CRC,BGN,-
Costa Rica Colones (CRC),CRC,XOF,-
Costa Rica Colones (CRC),CRC,XAF,-
Costa Rica Colones (CRC),CRC,CLP,-
Costa Rica Colones (CRC),CRC,CNY,-
Costa Rica Colones (CRC),CRC,COP,-
Costa Rica Colones (CRC),CRC,XPF,-
Costa Rica Colones (CRC),CRC,CRC,-
Costa Rica Colones (CRC),CRC,HRK,-
Costa Rica Colones (CRC),CRC,CZK,-
Costa Rica Colones (CRC),CRC,DKK,-
Costa Rica Colones (CRC),CRC,DOP,-
Costa Rica Colones (CRC),CRC,XCD,-
Costa Rica Colones (CRC),CRC,EGP,-
Costa Rica Colones (CRC),CRC,EEK,-
Costa Rica Colones (CRC),CRC,FJD,-
Costa Rica Colones (CRC),CRC,HKD,-
Costa Rica Colones (CRC),CRC,HUF,-
Costa Rica Colones (CRC),CRC,ISK,-
Costa Rica Colones (CRC),CRC,XDR,-
Costa Rica Colones (CRC),CRC,INR,-
Costa Rica Colones (CRC),CRC,IDR,-
Costa Rica Colones (CRC),CRC,IRR,-
Costa Rica Colones (CRC),CRC,IQD,-
Costa Rica Colones (CRC),CRC,ILS,-
Costa Rica Colones (CRC),CRC,JMD,-
Costa Rica Colones (CRC),CRC,JOD,-
Costa Rica Colones (CRC),CRC,KES,-
Costa Rica Colones (CRC),CRC,KWD,-
Costa Rica Colones (CRC),CRC,LBP,-
Costa Rica Colones (CRC),CRC,MYR,-
Costa Rica Colones (CRC),CRC,MUR,-
Costa Rica Colones (CRC),CRC,MXN,-
Costa Rica Colones (CRC),CRC,MAD,-
Costa Rica Colones (CRC),CRC,NZD,-
Costa Rica Colones (CRC),CRC,NOK,-
Costa Rica Colones (CRC),CRC,OMR,-
Costa Rica Colones (CRC),CRC,PEN,-
Costa Rica Colones (CRC),CRC,PHP,-
Costa Rica Colones (CRC),CRC,PLN,-
Costa Rica Colones (CRC),CRC,QAR,-
Costa Rica Colones (CRC),CRC,RON,-
Costa Rica Colones (CRC),CRC,RUB,-
Costa Rica Colones (CRC),CRC,SAR,-
Costa Rica Colones (CRC),CRC,SGD,-
Costa Rica Colones (CRC),CRC,SKK,-
Costa Rica Colones (CRC),CRC,ZAR,-
Costa Rica Colones (CRC),CRC,KRW,-
Costa Rica Colones (CRC),CRC,LKR,-
Costa Rica Colones (CRC),CRC,SDG,-
Costa Rica Colones (CRC),CRC,SEK,-
Costa Rica Colones (CRC),CRC,CHF,-
Costa Rica Colones (CRC),CRC,TWD,-
Costa Rica Colones (CRC),CRC,THB,-
Costa Rica Colones (CRC),CRC,TTD,-
Costa Rica Colones (CRC),CRC,TND,-
Costa Rica Colones (CRC),CRC,TRY,-
Costa Rica Colones (CRC),CRC,VEF,-
Costa Rica Colones (CRC),CRC,VND,-
Costa Rica Colones (CRC),CRC,ZMK,-
Croatia Kuna (HRK),HRK,AUD,-
Croatia Kuna (HRK),HRK,CAD,-
Croatia Kuna (HRK),HRK,EUR,-
Croatia Kuna (HRK),HRK,JPY,-
Croatia Kuna (HRK),HRK,PKR,-
Croatia Kuna (HRK),HRK,AED,-
Croatia Kuna (HRK),HRK,GBP,-
Croatia Kuna (HRK),HRK,USD,-
Croatia Kuna (HRK),HRK,AFN,-
Croatia Kuna (HRK),HRK,ALL,-
Croatia Kuna (HRK),HRK,DZD,-
Croatia Kuna (HRK),HRK,ARS,-
Croatia Kuna (HRK),HRK,BSD,-
Croatia Kuna (HRK),HRK,BHD,-
Croatia Kuna (HRK),HRK,BDT,-
Croatia Kuna (HRK),HRK,BBD,-
Croatia Kuna (HRK),HRK,BMD,-
Croatia Kuna (HRK),HRK,BRL,-
Croatia Kuna (HRK),HRK,BGN,-
Croatia Kuna (HRK),HRK,XOF,-
Croatia Kuna (HRK),HRK,XAF,-
Croatia Kuna (HRK),HRK,CLP,-
Croatia Kuna (HRK),HRK,CNY,-
Croatia Kuna (HRK),HRK,COP,-
Croatia Kuna (HRK),HRK,XPF,-
Croatia Kuna (HRK),HRK,CRC,-
Croatia Kuna (HRK),HRK,HRK,-
Croatia Kuna (HRK),HRK,CZK,-
Croatia Kuna (HRK),HRK,DKK,-
Croatia Kuna (HRK),HRK,DOP,-
Croatia Kuna (HRK),HRK,XCD,-
Croatia Kuna (HRK),HRK,EGP,-
Croatia Kuna (HRK),HRK,EEK,-
Croatia Kuna (HRK),HRK,FJD,-
Croatia Kuna (HRK),HRK,HKD,-
Croatia Kuna (HRK),HRK,HUF,-
Croatia Kuna (HRK),HRK,ISK,-
Croatia Kuna (HRK),HRK,XDR,-
Croatia Kuna (HRK),HRK,INR,-
Croatia Kuna (HRK),HRK,IDR,-
Croatia Kuna (HRK),HRK,IRR,-
Croatia Kuna (HRK),HRK,IQD,-
Croatia Kuna (HRK),HRK,ILS,-
Croatia Kuna (HRK),HRK,JMD,-
Croatia Kuna (HRK),HRK,JOD,-
Croatia Kuna (HRK),HRK,KES,-
Croatia Kuna (HRK),HRK,KWD,-
Croatia Kuna (HRK),HRK,LBP,-
Croatia Kuna (HRK),HRK,MYR,-
Croatia Kuna (HRK),HRK,MUR,-
Croatia Kuna (HRK),HRK,MXN,-
Croatia Kuna (HRK),HRK,MAD,-
Croatia Kuna (HRK),HRK,NZD,-
Croatia Kuna (HRK),HRK,NOK,-
Croatia Kuna (HRK),HRK,OMR,-
Croatia Kuna (HRK),HRK,PEN,-
Croatia Kuna (HRK),HRK,PHP,-
Croatia Kuna (HRK),HRK,PLN,-
Croatia Kuna (HRK),HRK,QAR,-
Croatia Kuna (HRK),HRK,RON,-
Croatia Kuna (HRK),HRK,RUB,-
Croatia Kuna (HRK),HRK,SAR,-
Croatia Kuna (HRK),HRK,SGD,-
Croatia Kuna (HRK),HRK,SKK,-
Croatia Kuna (HRK),HRK,ZAR,-
Croatia Kuna (HRK),HRK,KRW,-
Croatia Kuna (HRK),HRK,LKR,-
Croatia Kuna (HRK),HRK,SDG,-
Croatia Kuna (HRK),HRK,SEK,-
Croatia Kuna (HRK),HRK,CHF,-
Croatia Kuna (HRK),HRK,TWD,-
Croatia Kuna (HRK),HRK,THB,-
Croatia Kuna (HRK),HRK,TTD,-
Croatia Kuna (HRK),HRK,TND,-
Croatia Kuna (HRK),HRK,TRY,-
Croatia Kuna (HRK),HRK,VEF,-
Croatia Kuna (HRK),HRK,VND,-
Croatia Kuna (HRK),HRK,ZMK,-
Czech Republic Koruny (CZK),CZK,AUD,-
Czech Republic Koruny (CZK),CZK,CAD,-
Czech Republic Koruny (CZK),CZK,EUR,-
Czech Republic Koruny (CZK),CZK,JPY,-
Czech Republic Koruny (CZK),CZK,PKR,-
Czech Republic Koruny (CZK),CZK,AED,-
Czech Republic Koruny (CZK),CZK,GBP,-
Czech Republic Koruny (CZK),CZK,USD,-
Czech Republic Koruny (CZK),CZK,AFN,-
Czech Republic Koruny (CZK),CZK,ALL,-
Czech Republic Koruny (CZK),CZK,DZD,-
Czech Republic Koruny (CZK),CZK,ARS,-
Czech Republic Koruny (CZK),CZK,BSD,-
Czech Republic Koruny (CZK),CZK,BHD,-
Czech Republic Koruny (CZK),CZK,BDT,-
Czech Republic Koruny (CZK),CZK,BBD,-
Czech Republic Koruny (CZK),CZK,BMD,-
Czech Republic Koruny (CZK),CZK,BRL,-
Czech Republic Koruny (CZK),CZK,BGN,-
